date,year,month,avg_price_spain_eur_mwh,min_price_spain_eur_mwh,max_price_spain_eur_mwh,daily_price_range,avg_total_matched_volume,avg_buy_sell_volume_gap,avg_total_steps,avg_total_steps_from_sides,avg_quarter_row_share,n_high_price_hours,n_low_price_hours,z_avg_price,z_daily_range,z_high_price_hours,z_steps,score_core,score_extended,score_base,score_no_steps,score_price_range_only,score_price_only,score_range_only,internal_stress_event
2025-02-26,2025,2,105.34458333333333,54.59,225,170.41,51453.075,0,1957.625,1957.625,0,1,0,0.40665677252194055,0.9535078784973935,0.041666666666666664,0.11088139799647743,0.5523991937410669,0.495479100989748,0.495479100989748,0.5523991937410669,0.6800823255096671,0.40665677252194055,0.9535078784973935,TRUE
2025-02-27,2025,2,120.43208333333334,86.8,219.08,132.28000000000003,48084.475,0,1916.2916666666667,1916.2916666666667,0,1,0,0.46574098678143677,0.7359398135864494,0.041666666666666664,0.10536012006553183,0.4890056534804879,0.4394576254686467,0.4394576254686467,0.4890056534804879,0.6008404001839431,0.46574098678143677,0.7359398135864494,TRUE
2025-03-15,2025,3,48.89041666666667,0,132.96,132.96,50869.8,-1.5158245029548803e-13,1880.2083333333333,1880.2083333333333,0,0,8,0.18557640273406042,0.7398198630000198,0,0.10054013348468613,0.3701585062936321,0.33394270635539663,0.33394270635539663,0.3701585062936321,0.4626981328670401,0.18557640273406042,0.7398198630000198,TRUE
2025-03-16,2025,3,60.575,6.99,140,133.01,48970.625,-1.5158245029548803e-13,1898.2916666666667,1898.2916666666667,0,0,0,0.23133444251531016,0.7401051607510175,0,0.10295569257947486,0.3885758413065311,0.3502994304011622,0.3502994304011622,0.3885758413065311,0.48571980163316386,0.23133444251531016,0.7401051607510175,TRUE
2025-03-18,2025,3,57.68083333333333,5.19,150.79,145.6,55738.725,0,1965.875,1965.875,0,0,0,0.22000058578384202,0.8119431344522708,0,0.11198342726092021,0.4127774880944452,0.3723786448087315,0.3723786448087315,0.4127774880944452,0.5159718601180564,0.22000058578384202,0.8119431344522708,TRUE
2025-03-24,2025,3,44.455,0.65,179.1,178.45,58769.34166666667,0,1943.125,1943.125,0,0,6,0.16820685120706963,0.9993837568578443,0,0.10894449807715377,0.4670362432259656,0.41955116263043524,0.41955116263043524,0.4670362432259656,0.5837953040324569,0.16820685120706963,0.9993837568578443,TRUE
2025-03-25,2025,3,42.420833333333334,0,160.86,160.86,57207.21666666667,1.5158245029548803e-13,2033.4583333333333,2033.4583333333333,0,0,7,0.16024084363968877,0.8990160080568083,0,0.12101116194236557,0.4237027406785988,0.3828410142880105,0.3828410142880105,0.4237027406785988,0.5296284258482485,0.16024084363968877,0.8990160080568083,TRUE
2025-03-27,2025,3,54.60458333333333,0,150,150,53991.475,0,1888.1666666666667,1888.1666666666667,0,0,9,0.20795367184079147,0.8370493365400798,0,0.10160320211856783,0.4180012033523486,0.37591137314516176,0.37591137314516176,0.4180012033523486,0.5225015041904356,0.20795367184079147,0.8370493365400798,TRUE
2025-03-31,2025,3,28.73375,-0.1,197.25,197.35,51943.63333333333,1.5158245029548803e-13,1734.9166666666667,1734.9166666666667,0,0,16,0.10664080624089863,1,0,0.08113217366088839,0.44265632249635944,0.3954374995504033,0.3954374995504033,0.44265632249635944,0.5533204031204493,0.10664080624089863,1,TRUE
2025-04-01,2025,4,60.57333333333333,5.8,159.37,153.57,47121.14166666667,0,1829.7916666666667,1829.7916666666667,0,0,0,0.23132791567584485,0.8574195959613248,0,0.0938055102019803,0.4354990046548679,0.3904421800932074,0.3904421800932074,0.4354990046548679,0.5443737558185848,0.23132791567584485,0.8574195959613248,TRUE
